"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"688815","1940",2,27120006,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",8,1,"Male","17","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"688830","1940",2,27120019,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"688843","1940",2,27120036,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","20","White","White","West Virginia","West Virginia","No, not in school",12,"12th grade"
"688848","1940",2,27120039,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Kentucky","Kentucky","No, not in school",8,"8th grade"
"688852","1940",2,27120042,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"688854","1940",2,27120045,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"688858","1940",2,27120049,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688861","1940",2,27120058,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",5,"5th grade"
"688866","1940",2,27120064,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"688872","1940",2,27120073,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688873","1940",2,27120073,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"688874","1940",2,27120074,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688878","1940",2,27120081,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"688879","1940",2,27120081,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"688880","1940",2,27120082,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"688881","1940",2,27120082,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"688882","1940",2,27120082,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"688886","1940",2,27120084,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","19","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"688887","1940",2,27120084,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","18","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"688888","1940",2,27120085,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688892","1940",2,27120092,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688904","1940",2,27120103,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",9,1,"Male","20","White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"688908","1940",2,27120108,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"688915","1940",2,27120114,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"688920","1940",2,27120117,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"688923","1940",2,27120119,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688924","1940",2,27120119,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688928","1940",2,27120121,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688931","1940",2,27120126,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"688935","1940",2,27120134,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"688943","1940",2,27120141,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688950","1940",2,27120145,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"688951","1940",2,27120146,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","Yes, in school",14,"2nd year of college"
"688966","1940",2,27120159,1,"East North Central Div.","Ohio",1290,"Rural","Fragment",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688971","1940",2,27120165,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688972","1940",2,27120168,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","17","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"688973","1940",2,27120170,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688986","1940",2,27120192,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"688992","1940",2,27120202,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"688999","1940",2,27120211,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"689000","1940",2,27120211,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689004","1940",2,27120221,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"689012","1940",2,27120240,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"689020","1940",2,27120256,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689026","1940",2,27120269,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","West Virginia","West Virginia","No, not in school",7,"7th grade"
"689029","1940",2,27120272,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689031","1940",2,27120276,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"689036","1940",2,27120282,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"689037","1940",2,27120282,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689042","1940",2,27120290,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",6,1,"Male","17","White","White","Ohio","Ohio","No, not in school",-2,"None"
"689043","1940",2,27120294,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689047","1940",2,27120299,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689051","1940",2,27120305,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"689055","1940",2,27120321,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"689056","1940",2,27120324,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689071","1940",2,27120348,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"689073","1940",2,27120349,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",7,1,"Male","19","White","White","Virginia","Virginia","No, not in school",5,"5th grade"
"689076","1940",2,27120350,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689077","1940",2,27120352,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689078","1940",2,27120355,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689079","1940",2,27120355,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"689087","1940",2,27120373,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689089","1940",2,27120377,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",2,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689095","1940",2,27120396,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"689096","1940",2,27120396,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",8,"8th grade"
"689101","1940",2,27120398,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",7,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"689109","1940",2,27120403,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689114","1940",2,27120407,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"689116","1940",2,27120408,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"689118","1940",2,27120415,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"689125","1940",2,27120423,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"689132","1940",2,27120431,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"689138","1940",2,27120445,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"689139","1940",2,27120445,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"689158","1940",2,27120457,1,"East North Central Div.","Ohio",1290,"Rural","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
